benchmark,tree-vectorize,unroll-loops,slp-vectorize,inline-functions,prefetch-loop-arrays,omit-frame-pointer,align-functions,median_exec_time_sec,speedup_vs_O3
cat-cat1,-ftree-vectorize,-fno-unroll-loops,-ftree-slp-vectorize,-fno-inline-functions,-fno-prefetch-loop-arrays,-fomit-frame-pointer,-falign-functions=1,0.044789295501686865,1.0385599947523778
cat-cat1,-ftree-vectorize,-fno-unroll-loops,-ftree-slp-vectorize,-fno-inline-functions,-fno-prefetch-loop-arrays,-fomit-frame-pointer,-falign-functions=16,0.044897741499880794,1.0360514570942976
cat-cat1,-ftree-vectorize,-fno-unroll-loops,-ftree-slp-vectorize,-fno-inline-functions,-fno-prefetch-loop-arrays,-fomit-frame-pointer,-falign-functions=32,0.04533456500212196,1.0260685306899346
cat-cat1,-ftree-vectorize,-fno-unroll-loops,-ftree-slp-vectorize,-fno-inline-functions,-fno-prefetch-loop-arrays,-fomit-frame-pointer,-falign-functions=64,0.04519100000106846,1.0293281958818088
cat-cat1,-ftree-vectorize,-fno-unroll-loops,-ftree-slp-vectorize,-fno-inline-functions,-fno-prefetch-loop-arrays,-fno-omit-frame-pointer,-falign-functions=1,0.04557581349945394,1.0206371961249125
cat-cat1,-ftree-vectorize,-fno-unroll-loops,-ftree-slp-vectorize,-fno-inline-functions,-fno-prefetch-loop-arrays,-fno-omit-frame-pointer,-falign-functions=16,0.045882138998422306,1.0138230587461086
cat-cat1,-ftree-vectorize,-fno-unroll-loops,-ftree-slp-vectorize,-fno-inline-functions,-fno-prefetch-loop-arrays,-fno-omit-frame-pointer,-falign-functions=32,0.045625373499206034,1.0195285415472617
cat-cat1,-ftree-vectorize,-fno-unroll-loops,-ftree-slp-vectorize,-fno-inline-functions,-fno-prefetch-loop-arrays,-fno-omit-frame-pointer,-falign-functions=64,0.04586476100303116,1.0142071927098975
cat-cat1,-ftree-vectorize,-fno-unroll-loops,-fno-tree-slp-vectorize,-finline-functions,-fprefetch-loop-arrays,-fomit-frame-pointer,-falign-functions=1,0.045943846002046485,1.0124613968783247
cat-cat1,-ftree-vectorize,-fno-unroll-loops,-fno-tree-slp-vectorize,-finline-functions,-fprefetch-loop-arrays,-fomit-frame-pointer,-falign-functions=16,0.04598009600158548,1.0116631879061462
cat-cat1,-ftree-vectorize,-fno-unroll-loops,-fno-tree-slp-vectorize,-finline-functions,-fprefetch-loop-arrays,-fomit-frame-pointer,-falign-functions=32,0.04597692650349927,1.011732928638766
cat-cat1,-ftree-vectorize,-fno-unroll-loops,-fno-tree-slp-vectorize,-finline-functions,-fprefetch-loop-arrays,-fomit-frame-pointer,-falign-functions=64,0.04599180400327896,1.0114056517086882
cat-cat1,-ftree-vectorize,-fno-unroll-loops,-fno-tree-slp-vectorize,-finline-functions,-fprefetch-loop-arrays,-fno-omit-frame-pointer,-falign-functions=1,0.046444809002423426,1.0015407857262897
